t	u	i	iav	a	b	poo
2.096	0.185	0.14745	NAN	NAN	NAN	
2.098	0.185	0.1302	NAN	NAN	NAN	
2.1	0.185	0.12585	NAN	NAN	NAN	
2.102	0.185	0.13725	NAN	NAN	NAN	
2.104	0.185	0.1521	0.13863	-0.02564655	NAN	
2.106	0.18	0.1473	NAN	NAN	NAN	
2.108	0.18	0.13065	NAN	NAN	NAN	
2.11	0.18	0.12585	NAN	NAN	NAN	
2.112	0.18	0.13725	NAN	NAN	NAN	
2.114	0.18	0.1518	0.1386	-0.024948	NAN	
2.116	0.18	0.1473	NAN	NAN	NAN	
2.118	0.175	0.1308	NAN	NAN	NAN	
2.12	0.175	0.12555	NAN	NAN	NAN	
2.122	0.175	0.1374	NAN	NAN	NAN	
2.124	0.175	0.1521	0.13866	-0.0242655	NAN	
2.126	0.175	0.14745	NAN	NAN	NAN	
2.128	0.17	0.1308	NAN	NAN	NAN	
2.13	0.17	0.1254	NAN	NAN	NAN	
2.132	0.17	0.1374	NAN	NAN	NAN	
2.134	0.17	0.1524	0.13869	-0.0235773	NAN	
2.136	0.17	0.14715	NAN	NAN	NAN	
2.138	0.17	0.1311	NAN	NAN	NAN	
2.14	0.165	0.1254	NAN	NAN	NAN	
2.142	0.165	0.1371	NAN	NAN	NAN	
2.144	0.165	0.1527	0.13869	-0.02288385	NAN	
2.146	0.165	0.14715	NAN	NAN	NAN	
2.148	0.165	0.1311	NAN	NAN	NAN	
2.15	0.16	0.12585	NAN	NAN	NAN	
2.152	0.16	0.1371	NAN	NAN	NAN	
2.154	0.16	0.15255	0.13872	-0.0221952	NAN	
2.156	0.16	0.14715	NAN	NAN	NAN	
2.158	0.16	0.13095	NAN	NAN	NAN	
2.16	0.16	0.1263	NAN	NAN	NAN	
2.162	0.155	0.1371	NAN	NAN	NAN	
2.164	0.155	0.15255	0.13887	-0.02152485	NAN	
2.166	0.155	0.14745	NAN	NAN	NAN	
2.168	0.155	0.13095	NAN	NAN	NAN	
2.17	0.155	0.12585	NAN	NAN	NAN	
2.172	0.15	0.13695	NAN	NAN	NAN	
2.174	0.15	0.1521	0.13872	-0.020808	NAN	
2.176	0.15	0.1479	NAN	NAN	NAN	
2.178	0.15	0.1308	NAN	NAN	NAN	
2.18	0.15	0.1257	NAN	NAN	NAN	
2.182	0.15	0.13755	NAN	NAN	NAN	
2.184	0.145	0.15195	0.13881	-0.02012745	NAN	
2.186	0.145	0.14775	NAN	NAN	NAN	
2.188	0.145	0.1311	NAN	NAN	NAN	
2.19	0.145	0.1257	NAN	NAN	NAN	
2.192	0.145	0.13755	NAN	NAN	NAN	
2.194	0.14	0.1521	0.13887	-0.0194418	NAN	
2.196	0.14	0.1476	NAN	NAN	NAN	
2.198	0.14	0.1314	NAN	NAN	NAN	
2.2	0.14	0.1254	NAN	NAN	NAN	
2.202	0.14	0.13725	NAN	NAN	NAN	
2.204	0.135	0.1524	0.13872	-0.0187272	NAN	
2.206	0.135	0.14715	NAN	NAN	NAN	
2.208	0.135	0.1314	NAN	NAN	NAN	
2.21	0.135	0.12555	NAN	NAN	NAN	
2.212	0.135	0.1371	NAN	NAN	NAN	
2.214	0.135	0.15255	0.13875	-0.01873125	NAN	
2.216	0.13	0.14715	NAN	NAN	NAN	
2.218	0.13	0.1314	NAN	NAN	NAN	
2.22	0.13	0.12585	NAN	NAN	NAN	
2.222	0.13	0.13695	NAN	NAN	NAN	
2.224	0.13	0.15255	0.13881	-0.0180453	NAN	
2.226	0.125	0.1476	NAN	NAN	NAN	
2.228	0.125	0.1311	NAN	NAN	NAN	
2.23	0.125	0.1257	NAN	NAN	NAN	
2.232	0.125	0.1371	NAN	NAN	NAN	
2.234	0.125	0.15255	0.13887	-0.01735875	NAN	
2.236	0.125	0.1479	NAN	NAN	NAN	
2.238	0.12	0.1311	NAN	NAN	NAN	
2.24	0.12	0.126	NAN	NAN	NAN	
2.242	0.12	0.13725	NAN	NAN	NAN	
2.244	0.12	0.15225	0.13905	-0.016686	NAN	
2.246	0.12	0.1485	NAN	NAN	NAN	
2.248	0.115	0.13125	NAN	NAN	NAN	
2.25	0.115	0.12585	NAN	NAN	NAN	
2.252	0.115	0.1374	NAN	NAN	NAN	
2.254	0.115	0.1524	0.13899	-0.01598385	NAN	
2.256	0.115	0.1479	NAN	NAN	NAN	
2.258	0.115	0.1314	NAN	NAN	NAN	
2.26	0.11	0.1257	NAN	NAN	NAN	
2.262	0.11	0.1374	NAN	NAN	NAN	
2.264	0.11	0.1527	0.13905	-0.0152955	NAN	
2.266	0.11	0.14775	NAN	NAN	NAN	
2.268	0.11	0.1317	NAN	NAN	NAN	
2.27	0.105	0.12555	NAN	NAN	NAN	
2.272	0.105	0.13725	NAN	NAN	NAN	
2.274	0.105	0.15255	0.13884	-0.0145782	NAN	
2.276	0.105	0.1476	NAN	NAN	NAN	
2.278	0.105	0.13125	NAN	NAN	NAN	
2.28	0.105	0.12585	NAN	NAN	NAN	
2.282	0.1	0.13725	NAN	NAN	NAN	
2.284	0.1	0.1527	0.13896	-0.013896	NAN	
2.286	0.1	0.1476	NAN	NAN	NAN	
2.288	0.1	0.1314	NAN	NAN	NAN	
2.29	0.1	0.126	NAN	NAN	NAN	
2.292	0.095	0.1365	NAN	NAN	NAN	
2.294	0.095	0.1524	0.13884	-0.0131898	NAN	
2.296	0.095	0.1479	NAN	NAN	NAN	
2.298	0.095	0.1314	NAN	NAN	NAN	
2.3	0.095	0.12615	NAN	NAN	NAN	
2.302	0.095	0.13695	NAN	NAN	NAN	
2.304	0.09	0.1524	0.1389	-0.012501	NAN	
2.306	0.09	0.14805	NAN	NAN	NAN	
2.308	0.09	0.13095	NAN	NAN	NAN	
2.31	0.09	0.126	NAN	NAN	NAN	
2.312	0.09	0.13725	NAN	NAN	NAN	
2.314	0.085	0.15225	0.13902	-0.0118167	NAN	
2.316	0.085	0.1482	NAN	NAN	NAN	
2.318	0.085	0.1314	NAN	NAN	NAN	
2.32	0.085	0.12585	NAN	NAN	NAN	
2.322	0.085	0.13725	NAN	NAN	NAN	
2.324	0.085	0.1521	0.1389	-0.0118065	NAN	
2.326	0.08	0.1479	NAN	NAN	NAN	
2.328	0.08	0.1314	NAN	NAN	NAN	
2.33	0.08	0.1254	NAN	NAN	NAN	
2.332	0.08	0.1371	NAN	NAN	NAN	
2.334	0.08	0.1521	0.13881	-0.0111048	NAN	
2.336	0.075	0.14775	NAN	NAN	NAN	
2.338	0.075	0.1317	NAN	NAN	NAN	
2.34	0.075	0.12555	NAN	NAN	NAN	
2.342	0.075	0.1371	NAN	NAN	NAN	
2.344	0.075	0.1527	0.13893	-0.01041975	NAN	
2.346	0.075	0.14775	NAN	NAN	NAN	
2.348	0.07	0.13155	NAN	NAN	NAN	
2.35	0.07	0.1257	NAN	NAN	NAN	
2.352	0.07	0.13665	NAN	NAN	NAN	
2.354	0.07	0.1524	0.13884	-0.0097188	NAN	
2.356	0.07	0.1479	NAN	NAN	NAN	
2.358	0.065	0.13155	NAN	NAN	NAN	
2.36	0.065	0.12585	NAN	NAN	NAN	
2.362	0.065	0.1365	NAN	NAN	NAN	
2.364	0.065	0.15255	0.1389	-0.0090285	NAN	
2.366	0.065	0.1482	NAN	NAN	NAN	
2.368	0.065	0.1314	NAN	NAN	NAN	
2.37	0.06	0.126	NAN	NAN	NAN	
2.372	0.06	0.1368	NAN	NAN	NAN	
2.374	0.06	0.1524	0.13896	-0.0083376	NAN	
2.376	0.06	0.1482	NAN	NAN	NAN	
2.378	0.06	0.1314	NAN	NAN	NAN	
2.38	0.055	0.12615	NAN	NAN	NAN	
2.382	0.055	0.1371	NAN	NAN	NAN	
2.384	0.055	0.15195	0.13896	-0.0076428	NAN	
2.386	0.055	0.14805	NAN	NAN	NAN	
2.388	0.055	0.13155	NAN	NAN	NAN	
2.39	0.055	0.1257	NAN	NAN	NAN	
2.392	0.05	0.1371	NAN	NAN	NAN	
2.394	0.05	0.1521	0.13896	-0.006948	NAN	
2.396	0.05	0.14805	NAN	NAN	NAN	
2.398	0.05	0.13185	NAN	NAN	NAN	
2.4	0.05	0.1257	NAN	NAN	NAN	
2.402	0.045	0.1374	NAN	NAN	NAN	
2.404	0.045	0.1524	0.13908	-0.0062586	NAN	
2.406	0.045	0.14775	NAN	NAN	NAN	
2.408	0.045	0.13215	NAN	NAN	NAN	
2.41	0.045	0.1254	NAN	NAN	NAN	
2.412	0.045	0.13665	NAN	NAN	NAN	
2.414	0.04	0.15225	0.13875	-0.00555	NAN	
2.416	0.04	0.14775	NAN	NAN	NAN	
2.418	0.04	0.1317	NAN	NAN	NAN	
2.42	0.04	0.12585	NAN	NAN	NAN	
2.422	0.04	0.13635	NAN	NAN	NAN	
2.424	0.035	0.1524	0.13872	-0.0048552	NAN	
2.426	0.035	0.1476	NAN	NAN	NAN	
2.428	0.035	0.1314	NAN	NAN	NAN	
2.43	0.035	0.12585	NAN	NAN	NAN	
2.432	0.035	0.13635	NAN	NAN	NAN	
2.434	0.035	0.15195	0.13863	-0.00485205	NAN	
2.436	0.03	0.1479	NAN	NAN	NAN	
2.438	0.03	0.1311	NAN	NAN	NAN	
2.44	0.03	0.12585	NAN	NAN	NAN	
2.442	0.03	0.13635	NAN	NAN	NAN	
2.444	0.03	0.15195	0.13866	-0.0041598	NAN	
2.446	0.025	0.14775	NAN	NAN	NAN	
2.448	0.025	0.1314	NAN	NAN	NAN	
2.45	0.025	0.12555	NAN	NAN	NAN	
2.452	0.025	0.13635	NAN	NAN	NAN	
2.454	0.025	0.1518	0.13869	-0.00346725	NAN	
2.456	0.025	0.1482	NAN	NAN	NAN	
2.458	0.02	0.13155	NAN	NAN	NAN	
2.46	0.02	0.1257	NAN	NAN	NAN	
2.462	0.02	0.13665	NAN	NAN	NAN	
2.464	0.02	0.1518	0.13875	-0.002775	NAN	
2.466	0.02	0.1479	NAN	NAN	NAN	
2.468	0.015	0.1317	NAN	NAN	NAN	
2.47	0.015	0.12555	NAN	NAN	NAN	
2.472	0.015	0.1368	NAN	NAN	NAN	
2.474	0.015	0.15195	0.13881	-0.00208215	NAN	
2.476	0.015	0.1479	NAN	NAN	NAN	
2.478	0.015	0.13185	NAN	NAN	NAN	
2.48	0.01	0.1257	NAN	NAN	NAN	
2.482	0.01	0.13635	NAN	NAN	NAN	
2.484	0.01	0.1524	0.1389	-0.001389	NAN	
2.486	0.01	0.1482	NAN	NAN	NAN	
2.488	0.01	0.13185	NAN	NAN	NAN	
2.49	0.005	0.126	NAN	NAN	NAN	
2.492	0.005	0.1365	NAN	NAN	NAN	
2.494	0.005	0.15255	0.13899	-0.00069495	NAN	
2.496	0.005	0.1482	NAN	NAN	NAN	
2.498	0.005	0.1317	NAN	NAN	NAN	
2.5	0	0.126	NAN	0	NAN	
2.502	0	0.13635	NAN	0	NAN	
2.504	0	0.1524	0.13887	0	NAN	
2.506	0	0.1482	NAN	0	NAN	
2.508	0	0.1314	NAN	0	NAN	
2.51	0	0.126	NAN	0	NAN	
2.512	-0.005	0.1362	NAN	NAN	NAN	
2.514	-0.005	0.1518	0.13869	0.00069345	NAN	
2.516	-0.005	0.1482	NAN	NAN	NAN	
2.518	-0.005	0.13125	NAN	NAN	NAN	
2.52	-0.005	0.1257	NAN	NAN	NAN	
2.522	-0.01	0.13635	NAN	NAN	NAN	
2.524	-0.01	0.15165	0.1386	0.001386	NAN	
2.526	-0.01	0.1479	NAN	NAN	NAN	
2.528	-0.01	0.1314	NAN	NAN	NAN	
2.53	-0.01	0.1254	NAN	NAN	NAN	
2.532	-0.01	0.1362	NAN	NAN	NAN	
2.534	-0.015	0.1515	0.13848	0.0020772	NAN	
2.536	-0.015	0.14775	NAN	NAN	NAN	
2.538	-0.015	0.13155	NAN	NAN	NAN	
2.54	-0.015	0.12495	NAN	NAN	NAN	
2.542	-0.015	0.13605	NAN	NAN	NAN	
2.544	-0.02	0.1518	0.13842	0.0027684	NAN	
2.546	-0.02	0.1476	NAN	NAN	NAN	
2.548	-0.02	0.1317	NAN	NAN	NAN	
2.55	-0.02	0.1251	NAN	NAN	NAN	
2.552	-0.02	0.1359	NAN	NAN	NAN	
2.554	-0.02	0.15165	0.13827	0.0027654	NAN	
2.556	-0.025	0.1473	NAN	NAN	NAN	
2.558	-0.025	0.1314	NAN	NAN	NAN	
2.56	-0.025	0.1251	NAN	NAN	NAN	
2.562	-0.025	0.13575	NAN	NAN	NAN	
2.564	-0.025	0.1518	0.13824	0.003456	NAN	
2.566	-0.03	0.14715	NAN	NAN	NAN	
2.568	-0.03	0.1314	NAN	NAN	NAN	
2.57	-0.03	0.12525	NAN	NAN	NAN	
2.572	-0.03	0.13545	NAN	NAN	NAN	
2.574	-0.03	0.1515	0.13818	0.0041454	NAN	
2.576	-0.03	0.1476	NAN	NAN	NAN	
2.578	-0.035	0.1311	NAN	NAN	NAN	
2.58	-0.035	0.1257	NAN	NAN	NAN	
2.582	-0.035	0.1356	NAN	NAN	NAN	
2.584	-0.035	0.1515	0.13833	0.00484155	NAN	
2.586	-0.035	0.14775	NAN	NAN	NAN	
2.588	-0.04	0.1311	NAN	NAN	NAN	
2.59	-0.04	0.1251	NAN	NAN	NAN	
2.592	-0.04	0.1359	NAN	NAN	NAN	
2.594	-0.04	0.15105	0.13821	0.0055284	NAN	
2.596	-0.04	0.1479	NAN	NAN	NAN	
2.598	-0.04	0.1311	NAN	NAN	NAN	
2.6	-0.045	0.1251	NAN	NAN	NAN	
2.602	-0.045	0.13605	NAN	NAN	NAN	
2.604	-0.045	0.15105	0.13827	0.00622215	NAN	
2.606	-0.045	0.1476	NAN	NAN	NAN	
2.608	-0.045	0.13155	NAN	NAN	NAN	
2.61	-0.05	0.12495	NAN	NAN	NAN	
2.612	-0.05	0.1359	NAN	NAN	NAN	
2.614	-0.05	0.1515	0.13833	0.0069165	NAN	
2.616	-0.05	0.14775	NAN	NAN	NAN	
2.618	-0.05	0.13155	NAN	NAN	NAN	
2.62	-0.05	0.1251	NAN	NAN	NAN	
2.622	-0.055	0.13575	NAN	NAN	NAN	
2.624	-0.055	0.15165	0.13836	0.0076098	NAN	
2.626	-0.055	0.1476	NAN	NAN	NAN	
2.628	-0.055	0.1317	NAN	NAN	NAN	
2.63	-0.055	0.12525	NAN	NAN	NAN	
2.632	-0.06	0.13575	NAN	NAN	NAN	
2.634	-0.06	0.15165	0.13842	0.0083052	NAN	
2.636	-0.06	0.1479	NAN	NAN	NAN	
2.638	-0.06	0.13155	NAN	NAN	NAN	
2.64	-0.06	0.12555	NAN	NAN	NAN	
2.642	-0.06	0.13545	NAN	NAN	NAN	
2.644	-0.065	0.1521	0.13854	0.0090051	NAN	
2.646	-0.065	0.1479	NAN	NAN	NAN	
2.648	-0.065	0.1317	NAN	NAN	NAN	
2.65	-0.065	0.12555	NAN	NAN	NAN	
2.652	-0.065	0.13545	NAN	NAN	NAN	
2.654	-0.07	0.15165	0.13833	0.0096831	NAN	
2.656	-0.07	0.1479	NAN	NAN	NAN	
2.658	-0.07	0.1311	NAN	NAN	NAN	
2.66	-0.07	0.1254	NAN	NAN	NAN	
2.662	-0.07	0.1356	NAN	NAN	NAN	
2.664	-0.07	0.15135	0.1383	0.009681	NAN	
2.666	-0.075	0.1479	NAN	NAN	NAN	
2.668	-0.075	0.13125	NAN	NAN	NAN	
2.67	-0.075	0.12525	NAN	NAN	NAN	
2.672	-0.075	0.13575	NAN	NAN	NAN	
2.674	-0.075	0.1512	0.1383	0.0103725	NAN	
2.676	-0.08	0.1479	NAN	NAN	NAN	
2.678	-0.08	0.1314	NAN	NAN	NAN	
2.68	-0.08	0.12495	NAN	NAN	NAN	
2.682	-0.08	0.1359	NAN	NAN	NAN	
2.684	-0.08	0.15135	0.1383	0.011064	NAN	
2.686	-0.08	0.14775	NAN	NAN	NAN	
2.688	-0.085	0.13155	NAN	NAN	NAN	
2.69	-0.085	0.1251	NAN	NAN	NAN	
2.692	-0.085	0.1356	NAN	NAN	NAN	
2.694	-0.085	0.1515	0.13833	0.01175805	NAN	
2.696	-0.085	0.14775	NAN	NAN	NAN	
2.698	-0.09	0.1317	NAN	NAN	NAN	
2.7	-0.09	0.1251	NAN	NAN	NAN	
2.702	-0.09	0.1353	NAN	NAN	NAN	
2.704	-0.09	0.1515	0.13821	0.0124389	NAN	
2.706	-0.09	0.14745	NAN	NAN	NAN	
2.708	-0.09	0.1317	NAN	NAN	NAN	
2.71	-0.095	0.12495	NAN	NAN	NAN	
2.712	-0.095	0.1353	NAN	NAN	NAN	
2.714	-0.095	0.1515	0.13815	0.01312425	NAN	
2.716	-0.095	0.14745	NAN	NAN	NAN	
2.718	-0.095	0.13155	NAN	NAN	NAN	
2.72	-0.1	0.12525	NAN	NAN	NAN	
2.722	-0.1	0.135	NAN	NAN	NAN	
2.724	-0.1	0.15135	0.13806	0.013806	NAN	
2.726	-0.1	0.1476	NAN	NAN	NAN	
2.728	-0.1	0.1311	NAN	NAN	NAN	
2.73	-0.1	0.12525	NAN	NAN	NAN	
2.732	-0.105	0.13515	NAN	NAN	NAN	
2.734	-0.105	0.15105	0.138	0.01449	NAN	
2.736	-0.105	0.1476	NAN	NAN	NAN	
2.738	-0.105	0.13095	NAN	NAN	NAN	
2.74	-0.105	0.12495	NAN	NAN	NAN	
2.742	-0.11	0.13545	NAN	NAN	NAN	
2.744	-0.11	0.1506	0.13806	0.0151866	NAN	
2.746	-0.11	0.1479	NAN	NAN	NAN	
2.748	-0.11	0.1314	NAN	NAN	NAN	
2.75	-0.11	0.1248	NAN	NAN	NAN	
2.752	-0.11	0.13545	NAN	NAN	NAN	
2.754	-0.115	0.1509	0.13803	0.01587345	NAN	
2.756	-0.115	0.1476	NAN	NAN	NAN	
2.758	-0.115	0.1314	NAN	NAN	NAN	
2.76	-0.115	0.1245	NAN	NAN	NAN	
2.762	-0.115	0.13515	NAN	NAN	NAN	
2.764	-0.12	0.15075	0.13782	0.0165384	NAN	
2.766	-0.12	0.1473	NAN	NAN	NAN	
2.768	-0.12	0.1314	NAN	NAN	NAN	
2.77	-0.12	0.12435	NAN	NAN	NAN	
2.772	-0.12	0.1353	NAN	NAN	NAN	
2.774	-0.12	0.15105	0.13788	0.0165456	NAN	
2.776	-0.125	0.1473	NAN	NAN	NAN	
2.778	-0.125	0.1314	NAN	NAN	NAN	
2.78	-0.125	0.1248	NAN	NAN	NAN	
2.782	-0.125	0.135	NAN	NAN	NAN	
2.784	-0.125	0.1509	0.13782	0.0172275	NAN	
2.786	-0.13	0.14715	NAN	NAN	NAN	
2.788	-0.13	0.13125	NAN	NAN	NAN	
2.79	-0.13	0.12465	NAN	NAN	NAN	
2.792	-0.13	0.13455	NAN	NAN	NAN	
2.794	-0.13	0.1509	0.13764	0.0178932	NAN	
2.796	-0.13	0.14715	NAN	NAN	NAN	
2.798	-0.135	0.13095	NAN	NAN	NAN	
2.8	-0.135	0.1248	NAN	NAN	NAN	
2.802	-0.135	0.1347	NAN	NAN	NAN	
2.804	-0.135	0.1506	0.13764	0.0185814	NAN	
2.806	-0.135	0.1473	NAN	NAN	NAN	
2.808	-0.14	0.1308	NAN	NAN	NAN	
2.81	-0.14	0.1245	NAN	NAN	NAN	
2.812	-0.14	0.1347	NAN	NAN	NAN	
2.814	-0.14	0.15045	0.13755	0.019257	NAN	
2.816	-0.14	0.14745	NAN	NAN	NAN	
2.818	-0.145	0.13065	NAN	NAN	NAN	
2.82	-0.145	0.1248	NAN	NAN	NAN	
2.822	-0.145	0.13485	NAN	NAN	NAN	
2.824	-0.145	0.1503	0.13761	0.01995345	NAN	
2.826	-0.145	0.1473	NAN	NAN	NAN	
2.828	-0.145	0.1308	NAN	NAN	NAN	
2.83	-0.15	0.12435	NAN	NAN	NAN	
2.832	-0.15	0.135	NAN	NAN	NAN	
2.834	-0.15	0.1503	0.13758	0.020637	NAN	
2.836	-0.15	0.14715	NAN	NAN	NAN	
2.838	-0.15	0.1311	NAN	NAN	NAN	
2.84	-0.155	0.12405	NAN	NAN	NAN	
2.842	-0.155	0.13485	NAN	NAN	NAN	
2.844	-0.155	0.1506	0.13749	0.02131095	NAN	
2.846	-0.155	0.14685	NAN	NAN	NAN	
2.848	-0.155	0.1311	NAN	NAN	NAN	
2.85	-0.155	0.1242	NAN	NAN	NAN	
2.852	-0.16	0.13455	NAN	NAN	NAN	
2.854	-0.16	0.1506	0.13743	0.0219888	NAN	
2.856	-0.16	0.14685	NAN	NAN	NAN	
2.858	-0.16	0.13095	NAN	NAN	NAN	
2.86	-0.16	0.1242	NAN	NAN	NAN	
2.862	-0.165	0.13425	NAN	NAN	NAN	
2.864	-0.165	0.15075	0.13737	0.02266605	NAN	
2.866	-0.165	0.14685	NAN	NAN	NAN	
2.868	-0.165	0.1308	NAN	NAN	NAN	
2.87	-0.165	0.1245	NAN	NAN	NAN	
2.872	-0.165	0.13395	NAN	NAN	NAN	
2.874	-0.17	0.15045	0.13734	0.0233478	NAN	
2.876	-0.17	0.1473	NAN	NAN	NAN	
2.878	-0.17	0.1305	NAN	NAN	NAN	
2.88	-0.17	0.1245	NAN	NAN	NAN	
2.882	-0.17	0.13425	NAN	NAN	NAN	
2.884	-0.175	0.15	0.13722	0.0240135	NAN	
2.886	-0.175	0.147	NAN	NAN	NAN	
2.888	-0.175	0.13035	NAN	NAN	NAN	
2.89	-0.175	0.1242	NAN	NAN	NAN	
2.892	-0.175	0.13455	NAN	NAN	NAN	
2.894	-0.175	0.14985	0.13734	0.0240345	NAN	
2.896	-0.18	0.14715	NAN	NAN	NAN	
2.898	-0.18	0.13095	NAN	NAN	NAN	
2.9	-0.18	0.1242	NAN	NAN	NAN	
2.902	-0.18	0.13455	NAN	NAN	NAN	
2.904	-0.18	0.14985	0.13734	0.0247212	NAN	
2.906	-0.185	0.14715	NAN	NAN	NAN	
2.908	-0.185	0.13095	NAN	NAN	NAN	
2.91	-0.185	0.12405	NAN	NAN	NAN	
2.912	-0.185	0.13455	NAN	NAN	NAN	
2.914	-0.185	0.15	0.13722	0.0253857	NAN	
2.916	-0.185	0.1467	NAN	NAN	NAN	
2.918	-0.19	0.1308	NAN	NAN	NAN	
2.92	-0.19	0.1236	NAN	NAN	NAN	
2.922	-0.19	0.13425	NAN	NAN	NAN	
2.924	-0.19	0.15	0.13707	0.0260433	NAN	
2.926	-0.19	0.14655	NAN	NAN	NAN	
2.928	-0.195	0.13095	NAN	NAN	NAN	
2.93	-0.195	0.12405	NAN	NAN	NAN	
2.932	-0.195	0.13395	NAN	NAN	NAN	
2.934	-0.195	0.15015	0.13713	0.02674035	NAN	
2.936	-0.195	0.1467	NAN	NAN	NAN	
2.938	-0.195	0.1308	NAN	NAN	NAN	
2.94	-0.2	0.12405	NAN	NAN	NAN	
2.942	-0.2	0.1338	NAN	NAN	NAN	
2.944	-0.2	0.15015	0.13704	0.027408	NAN	
2.946	-0.2	0.1467	NAN	NAN	NAN	
2.948	-0.2	0.1305	NAN	NAN	NAN	
2.95	-0.205	0.1242	NAN	NAN	NAN	
2.952	-0.205	0.13365	NAN	NAN	NAN	
2.954	-0.205	0.1503	0.13716	0.0281178	NAN	
2.956	-0.205	0.14715	NAN	NAN	NAN	
2.958	-0.205	0.1305	NAN	NAN	NAN	
2.96	-0.205	0.12435	NAN	NAN	NAN	
2.962	-0.21	0.1341	NAN	NAN	NAN	
2.964	-0.21	0.14955	0.1371	0.028791	NAN	
2.966	-0.21	0.147	NAN	NAN	NAN	
2.968	-0.21	0.1305	NAN	NAN	NAN	
2.97	-0.21	0.12405	NAN	NAN	NAN	
2.972	-0.215	0.1341	NAN	NAN	NAN	
2.974	-0.215	0.14955	0.1371	0.0294765	NAN	
2.976	-0.215	0.14715	NAN	NAN	NAN	
2.978	-0.215	0.13065	NAN	NAN	NAN	
2.98	-0.215	0.12375	NAN	NAN	NAN	
2.982	-0.215	0.1344	NAN	NAN	NAN	
2.984	-0.22	0.1497	0.13707	0.0301554	NAN	
2.986	-0.22	0.1467	NAN	NAN	NAN	
2.988	-0.22	0.1308	NAN	NAN	NAN	
2.99	-0.22	0.12375	NAN	NAN	NAN	
2.992	-0.22	0.13395	NAN	NAN	NAN	
2.994	-0.225	0.1497	0.13698	0.0308205	NAN	
2.996	-0.225	0.14655	NAN	NAN	NAN	
2.998	-0.225	0.13095	NAN	NAN	NAN	
3	-0.225	0.1239	NAN	NAN	NAN	
3.002	-0.225	0.13395	NAN	NAN	NAN	
3.004	-0.225	0.15	0.13695	0.03081375	NAN	
3.006	-0.23	0.1464	NAN	NAN	NAN	
3.008	-0.23	0.1305	NAN	NAN	NAN	
3.01	-0.23	0.12405	NAN	NAN	NAN	
3.012	-0.23	0.1335	NAN	NAN	NAN	
3.014	-0.23	0.15	0.13692	0.0314916	NAN	
3.016	-0.235	0.14655	NAN	NAN	NAN	
3.018	-0.235	0.1305	NAN	NAN	NAN	
3.02	-0.235	0.12405	NAN	NAN	NAN	
3.022	-0.235	0.1335	NAN	NAN	NAN	
3.024	-0.235	0.1497	0.13686	0.0321621	NAN	
3.026	-0.235	0.14685	NAN	NAN	NAN	
3.028	-0.24	0.1302	NAN	NAN	NAN	
3.03	-0.24	0.12375	NAN	NAN	NAN	
3.032	-0.24	0.1338	NAN	NAN	NAN	
3.034	-0.24	0.1494	0.13683	0.0328392	NAN	
3.036	-0.24	0.14685	NAN	NAN	NAN	
3.038	-0.245	0.13035	NAN	NAN	NAN	
3.04	-0.245	0.12375	NAN	NAN	NAN	
3.042	-0.245	0.13365	NAN	NAN	NAN	
3.044	-0.245	0.1494	0.13683	0.03352335	NAN	
3.046	-0.245	0.14685	NAN	NAN	NAN	
3.048	-0.245	0.1305	NAN	NAN	NAN	
3.05	-0.25	0.1233	NAN	NAN	NAN	
3.052	-0.25	0.1338	NAN	NAN	NAN	
3.054	-0.25	0.14925	0.13671	0.0341775	NAN	
3.056	-0.25	0.14655	NAN	NAN	NAN	
3.058	-0.25	0.13065	NAN	NAN	NAN	
3.06	-0.255	0.12345	NAN	NAN	NAN	
3.062	-0.255	0.13335	NAN	NAN	NAN	
3.064	-0.255	0.14925	0.13656	0.0348228	NAN	
3.066	-0.255	0.14625	NAN	NAN	NAN	
3.068	-0.255	0.1305	NAN	NAN	NAN	
3.07	-0.255	0.1233	NAN	NAN	NAN	
3.072	-0.26	0.13305	NAN	NAN	NAN	
3.074	-0.26	0.14925	0.13647	0.0354822	NAN	
3.076	-0.26	0.14625	NAN	NAN	NAN	
3.078	-0.26	0.1305	NAN	NAN	NAN	
3.08	-0.26	0.12315	NAN	NAN	NAN	
3.082	-0.265	0.13305	NAN	NAN	NAN	
3.084	-0.265	0.14955	0.13644	0.0361566	NAN	
3.086	-0.265	0.14595	NAN	NAN	NAN	
3.088	-0.265	0.1305	NAN	NAN	NAN	
3.09	-0.265	0.12375	NAN	NAN	NAN	
3.092	-0.265	0.1329	NAN	NAN	NAN	
3.094	-0.27	0.1494	0.13653	0.0368631	NAN	
3.096	-0.27	0.1464	NAN	NAN	NAN	
3.098	-0.27	0.1302	NAN	NAN	NAN	
3.1	-0.27	0.12345	NAN	NAN	NAN	
3.102	-0.27	0.1329	NAN	NAN	NAN	
3.104	-0.275	0.1491	0.13626	0.0374715	NAN	
3.106	-0.275	0.1461	NAN	NAN	NAN	
3.108	-0.275	0.12975	NAN	NAN	NAN	
3.11	-0.275	0.12315	NAN	NAN	NAN	
3.112	-0.275	0.13305	NAN	NAN	NAN	
3.114	-0.275	0.1488	0.13617	0.03744675	NAN	
3.116	-0.28	0.1461	NAN	NAN	NAN	
3.118	-0.28	0.12975	NAN	NAN	NAN	
3.12	-0.28	0.1227	NAN	NAN	NAN	
3.122	-0.28	0.13305	NAN	NAN	NAN	
3.124	-0.28	0.1485	0.13596	0.0380688	NAN	
